person_age,age_band,person_income,income_band,person_home_ownership,person_emp_length,employment_category,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,loan_to_income_pct,cb_person_default_on_file,cb_person_cred_hist_length,exposure_at_default,loss_given_default
24,Young_Adult,29000,Low_Income,RENT,1,New_Employee,MEDICAL,B,4000,9.96,1,0.14,13.79,N,3,4000,0.60
26,Adult,38904,Medium_Income,MORTGAGE,1,New_Employee,HOMEIMPROVEMENT,B,10000,12.21,0,0.26,25.70,N,2,10000,0.60
25,Adult,35500,Medium_Income,RENT,5,Junior_Employee,MEDICAL,B,4000,10.99,0,0.11,11.27,N,3,4000,0.60
26,Adult,30000,Medium_Income,RENT,3,Junior_Employee,MEDICAL,C,4000,14.27,1,0.13,13.33,Y,2,4000,0.60
28,Adult,80000,High_Income,RENT,0,New_Employee,VENTURE,B,22000,9.76,0,0.28,27.50,N,9,22000,0.60
22,Young_Adult,36000,Medium_Income,RENT,0,New_Employee,MEDICAL,A,4000,5.42,0,0.11,11.11,N,3,4000,0.60
22,Young_Adult,36000,Medium_Income,RENT,3,Junior_Employee,EDUCATION,A,4000,5.42,0,0.11,11.11,N,2,4000,0.60
25,Adult,36000,Medium_Income,RENT,2,New_Employee,PERSONAL,C,4000,13.61,0,0.11,11.11,Y,3,4000,0.60
22,Young_Adult,30000,Medium_Income,RENT,1,New_Employee,EDUCATION,D,4000,14.96,1,0.13,13.33,Y,2,4000,0.60
24,Young_Adult,36000,Medium_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,A,4000,7.4,0,0.11,11.11,N,4,4000,0.60
22,Young_Adult,36000,Medium_Income,RENT,0,New_Employee,PERSONAL,A,4000,8.94,0,0.11,11.11,N,4,4000,0.60
26,Adult,36000,Medium_Income,RENT,0,New_Employee,PERSONAL,B,4000,10.14,0,0.11,11.11,N,2,4000,0.60
23,Young_Adult,36300,Medium_Income,RENT,0,New_Employee,VENTURE,A,4000,7.68,0,0.11,11.02,N,2,4000,0.60
22,Young_Adult,37000,Medium_Income,RENT,2,New_Employee,EDUCATION,B,4000,10.95,0,0.11,10.81,N,2,4000,0.60
21,Young_Adult,37000,Medium_Income,RENT,0,New_Employee,PERSONAL,B,4000,10.08,0,0.11,10.81,N,3,4000,0.60
21,Young_Adult,37200,Medium_Income,RENT,5,Junior_Employee,MEDICAL,C,4000,13.49,0,0.11,10.75,Y,4,4000,0.60
23,Young_Adult,38000,Medium_Income,RENT,3,Junior_Employee,MEDICAL,C,4000,14.26,0,0.11,10.53,N,4,4000,0.60
22,Young_Adult,39000,Medium_Income,MORTGAGE,4,Junior_Employee,PERSONAL,B,3250,10.99,0,0.08,8.33,N,2,3250,0.60
25,Adult,39000,Medium_Income,MORTGAGE,9,Mid_Employee,HOMEIMPROVEMENT,C,3000,13.99,0,0.08,7.69,Y,3,3000,0.60
22,Young_Adult,38400,Medium_Income,RENT,5,Junior_Employee,EDUCATION,B,4000,10.59,0,0.1,10.42,N,3,4000,0.60
23,Young_Adult,38400,Medium_Income,RENT,7,Mid_Employee,PERSONAL,B,4000,10.59,0,0.1,10.42,N,2,4000,0.60
22,Young_Adult,38400,Medium_Income,RENT,4,Junior_Employee,EDUCATION,C,4000,12.99,0,0.1,10.42,N,2,4000,0.60
21,Young_Adult,39000,Medium_Income,MORTGAGE,5,Junior_Employee,EDUCATION,A,1000,7.49,0,0.03,2.56,N,3,1000,0.60
24,Young_Adult,38400,Medium_Income,RENT,4,Junior_Employee,DEBTCONSOLIDATION,A,4000,7.29,0,0.1,10.42,N,3,4000,0.60
25,Adult,38400,Medium_Income,RENT,2,New_Employee,EDUCATION,B,4000,12.53,0,0.1,10.42,N,4,4000,0.60
23,Young_Adult,38850,Medium_Income,RENT,0,New_Employee,EDUCATION,C,4000,12.72,0,0.1,10.30,Y,2,4000,0.60
25,Adult,39000,Medium_Income,RENT,4,Junior_Employee,MEDICAL,A,4000,7.88,0,0.1,10.26,N,4,4000,0.60
24,Young_Adult,39000,Medium_Income,RENT,3,Junior_Employee,MEDICAL,D,4000,14.61,0,0.1,10.26,Y,4,4000,0.60
24,Young_Adult,39000,Medium_Income,MORTGAGE,3,Junior_Employee,HOMEIMPROVEMENT,A,5600,5.42,0,0.14,14.36,N,4,5600,0.60
23,Young_Adult,39000,Medium_Income,MORTGAGE,3,Junior_Employee,EDUCATION,C,5000,12.98,0,0.13,12.82,N,4,5000,0.60
26,Adult,39000,Medium_Income,MORTGAGE,10,Mid_Employee,VENTURE,A,9500,6.91,0,0.24,24.36,N,3,9500,0.60
25,Adult,39000,Medium_Income,MORTGAGE,9,Mid_Employee,MEDICAL,A,4500,6.54,0,0.12,11.54,N,4,4500,0.60
26,Adult,33000,Medium_Income,MORTGAGE,0,New_Employee,HOMEIMPROVEMENT,C,9000,13.72,1,0.27,27.27,N,2,9000,0.60
25,Adult,39000,Medium_Income,MORTGAGE,6,Mid_Employee,DEBTCONSOLIDATION,A,6000,7.51,0,0.15,15.38,N,2,6000,0.60
22,Young_Adult,40000,Medium_Income,RENT,1,New_Employee,EDUCATION,B,4000,12.69,0,0.1,10.00,N,3,4000,0.60
23,Young_Adult,40000,Medium_Income,RENT,3,Junior_Employee,EDUCATION,C,4000,13.8,0,0.1,10.00,Y,3,4000,0.60
24,Young_Adult,40000,Medium_Income,RENT,3,Junior_Employee,DEBTCONSOLIDATION,A,4000,5.42,0,0.1,10.00,N,2,4000,0.60
23,Young_Adult,39000,Medium_Income,MORTGAGE,8,Mid_Employee,EDUCATION,A,10000,7.51,0,0.26,25.64,N,2,10000,0.60
21,Young_Adult,33000,Medium_Income,MORTGAGE,2,New_Employee,HOMEIMPROVEMENT,A,3250,7.14,1,0.1,9.85,N,3,3250,0.60
66,Senior,42000,Medium_Income,RENT,2,New_Employee,MEDICAL,B,6475,9.99,0,0.15,15.42,N,30,6475,0.60
21,Young_Adult,40000,Medium_Income,RENT,3,Junior_Employee,EDUCATION,A,4000,7.51,0,0.1,10.00,N,2,4000,0.60
22,Young_Adult,40000,Medium_Income,RENT,2,New_Employee,PERSONAL,B,4000,11.49,0,0.1,10.00,N,4,4000,0.60
22,Young_Adult,40000,Medium_Income,RENT,0,New_Employee,PERSONAL,A,4000,7.43,0,0.1,10.00,N,4,4000,0.60
26,Adult,40200,Medium_Income,RENT,1,New_Employee,EDUCATION,A,4000,6.76,0,0.1,9.95,N,4,4000,0.60
23,Young_Adult,35000,Medium_Income,RENT,2,New_Employee,HOMEIMPROVEMENT,B,4000,12.18,1,0.11,11.43,N,4,4000,0.60
23,Young_Adult,39000,Medium_Income,MORTGAGE,0,New_Employee,VENTURE,C,3000,12.53,0,0.08,7.69,Y,4,3000,0.60
23,Young_Adult,41004,Medium_Income,RENT,1,New_Employee,MEDICAL,A,4000,7.68,0,0.1,9.76,N,4,4000,0.60
24,Young_Adult,35200,Medium_Income,RENT,1,New_Employee,MEDICAL,D,4000,16,1,0.11,11.36,Y,3,4000,0.60
21,Young_Adult,42000,Medium_Income,RENT,4,Junior_Employee,EDUCATION,B,4000,12.42,0,0.1,9.52,N,3,4000,0.60
23,Young_Adult,42000,Medium_Income,RENT,0,New_Employee,VENTURE,B,4000,10.59,0,0.1,9.52,N,2,4000,0.60
26,Adult,33000,Medium_Income,MORTGAGE,1,New_Employee,DEBTCONSOLIDATION,C,12000,10.91,1,0.36,36.36,Y,3,12000,0.60
21,Young_Adult,36000,Medium_Income,RENT,5,Junior_Employee,HOMEIMPROVEMENT,C,4000,12.99,1,0.11,11.11,N,4,4000,0.60
23,Young_Adult,36000,Medium_Income,RENT,7,Mid_Employee,MEDICAL,B,4000,10.99,1,0.11,11.11,N,4,4000,0.60
23,Young_Adult,39120,Medium_Income,OWN,4,Junior_Employee,MEDICAL,B,7000,11.71,0,0.18,17.89,N,3,7000,0.60
22,Young_Adult,39124,Medium_Income,OWN,6,Mid_Employee,VENTURE,A,5000,7.74,0,0.13,12.78,N,4,5000,0.60
25,Adult,33168,Medium_Income,MORTGAGE,9,Mid_Employee,PERSONAL,C,6000,15.96,1,0.18,18.09,N,4,6000,0.60
26,Adult,36000,Medium_Income,RENT,2,New_Employee,PERSONAL,D,4000,14.54,1,0.11,11.11,N,2,4000,0.60
22,Young_Adult,42000,Medium_Income,RENT,4,Junior_Employee,VENTURE,D,4000,14.09,0,0.1,9.52,N,4,4000,0.60
22,Young_Adult,42000,Medium_Income,RENT,3,Junior_Employee,MEDICAL,B,4000,8.88,0,0.1,9.52,N,4,4000,0.60
23,Young_Adult,36000,Medium_Income,RENT,5,Junior_Employee,VENTURE,B,8000,11,0,0.22,22.22,N,2,8000,0.60
23,Young_Adult,39216,Medium_Income,MORTGAGE,5,Junior_Employee,VENTURE,C,10000,13.49,0,0.25,25.50,N,3,10000,0.60
23,Young_Adult,42000,Medium_Income,RENT,2,New_Employee,VENTURE,A,4000,5.79,0,0.1,9.52,N,4,4000,0.60
22,Young_Adult,39300,Medium_Income,MORTGAGE,6,Mid_Employee,MEDICAL,B,7000,9.62,0,0.18,17.81,N,4,7000,0.60
22,Young_Adult,39300,Medium_Income,MORTGAGE,5,Junior_Employee,EDUCATION,D,5325,14.59,0,0.14,13.55,Y,3,5325,0.60
22,Young_Adult,42000,Medium_Income,RENT,0,New_Employee,VENTURE,C,4000,13.22,0,0.1,9.52,N,3,4000,0.60
25,Adult,42500,Medium_Income,RENT,0,New_Employee,MEDICAL,C,4000,12.99,0,0.09,9.41,N,3,4000,0.60
22,Young_Adult,39396,Medium_Income,MORTGAGE,1,New_Employee,EDUCATION,A,5000,6.62,0,0.13,12.69,N,4,5000,0.60
24,Young_Adult,43000,Medium_Income,RENT,8,Mid_Employee,VENTURE,B,4000,12.69,0,0.09,9.30,N,2,4000,0.60
24,Young_Adult,39456,Medium_Income,OWN,8,Mid_Employee,PERSONAL,A,1325,6.62,0,0.03,3.36,N,2,1325,0.60
23,Young_Adult,39456,Medium_Income,OWN,7,Mid_Employee,EDUCATION,A,14000,7.29,0,0.35,35.48,N,3,14000,0.60
25,Adult,43000,Medium_Income,RENT,9,Mid_Employee,MEDICAL,C,4000,12.99,0,0.09,9.30,N,4,4000,0.60
26,Adult,39600,Medium_Income,RENT,3,Junior_Employee,EDUCATION,A,4000,5.79,1,0.1,10.10,N,4,4000,0.60
25,Adult,45600,Medium_Income,RENT,2,New_Employee,MEDICAL,A,4000,6.54,0,0.09,8.77,N,3,4000,0.60
23,Young_Adult,39500,Medium_Income,MORTGAGE,3,Junior_Employee,DEBTCONSOLIDATION,C,10000,14.22,0,0.25,25.32,Y,2,10000,0.60
22,Young_Adult,41000,Medium_Income,RENT,7,Mid_Employee,PERSONAL,A,4000,7.51,1,0.1,9.76,N,3,4000,0.60
25,Adult,41000,Medium_Income,RENT,1,New_Employee,PERSONAL,D,4000,14.84,1,0.1,9.76,Y,4,4000,0.60
23,Young_Adult,47004,Medium_Income,RENT,3,Junior_Employee,EDUCATION,C,4000,12.53,0,0.09,8.51,Y,4,4000,0.60
24,Young_Adult,47088,Medium_Income,RENT,8,Mid_Employee,DEBTCONSOLIDATION,A,4000,6.62,0,0.08,8.49,N,4,4000,0.60
22,Young_Adult,48000,Medium_Income,RENT,6,Mid_Employee,EDUCATION,B,4000,9.91,0,0.08,8.33,N,3,4000,0.60
21,Young_Adult,39600,Medium_Income,OWN,5,Junior_Employee,PERSONAL,A,3500,6.62,0,0.09,8.84,N,3,3500,0.60
26,Adult,48000,Medium_Income,RENT,3,Junior_Employee,VENTURE,A,4000,5.79,0,0.08,8.33,N,2,4000,0.60
25,Adult,48000,Medium_Income,RENT,0,New_Employee,VENTURE,A,4000,7.29,0,0.08,8.33,N,4,4000,0.60
25,Adult,39600,Medium_Income,MORTGAGE,5,Junior_Employee,HOMEIMPROVEMENT,B,4800,12.42,0,0.12,12.12,N,4,4800,0.60
24,Young_Adult,42000,Medium_Income,RENT,8,Mid_Employee,HOMEIMPROVEMENT,B,4000,11.86,1,0.1,9.52,N,2,4000,0.60
24,Young_Adult,42000,Medium_Income,RENT,2,New_Employee,HOMEIMPROVEMENT,C,4000,12.73,1,0.1,9.52,Y,3,4000,0.60
27,Adult,93000,High_Income,RENT,1,New_Employee,MEDICAL,A,8000,11,0,0.09,8.60,N,7,8000,0.60
25,Adult,39600,Medium_Income,MORTGAGE,9,Mid_Employee,PERSONAL,B,5000,8.88,0,0.13,12.63,N,3,5000,0.60
23,Young_Adult,39600,Medium_Income,MORTGAGE,7,Mid_Employee,MEDICAL,A,6000,7.88,0,0.15,15.15,N,3,6000,0.60
23,Young_Adult,39600,Medium_Income,MORTGAGE,8,Mid_Employee,EDUCATION,A,8250,9.32,0,0.21,20.83,N,2,8250,0.60
26,Adult,33660,Medium_Income,MORTGAGE,0,New_Employee,DEBTCONSOLIDATION,A,4500,5.99,1,0.13,13.37,N,2,4500,0.60
24,Young_Adult,44000,Medium_Income,RENT,1,New_Employee,DEBTCONSOLIDATION,D,4000,17.58,1,0.09,9.09,N,2,4000,0.60
24,Young_Adult,50000,Medium_Income,RENT,1,New_Employee,HOMEIMPROVEMENT,A,4000,5.42,0,0.08,8.00,N,2,4000,0.60
26,Adult,39672,Medium_Income,MORTGAGE,10,Mid_Employee,PERSONAL,D,11500,15.7,0,0.29,28.99,N,4,11500,0.60
23,Young_Adult,39689,Medium_Income,OWN,1,New_Employee,VENTURE,C,13000,13.57,0,0.33,32.75,Y,2,13000,0.60
23,Young_Adult,39700,Medium_Income,MORTGAGE,8,Mid_Employee,EDUCATION,A,8400,7.51,0,0.21,21.16,N,4,8400,0.60
24,Young_Adult,50000,Medium_Income,RENT,6,Mid_Employee,PERSONAL,A,4000,7.66,0,0.08,8.00,N,4,4000,0.60
25,Adult,50000,Medium_Income,RENT,2,New_Employee,DEBTCONSOLIDATION,B,4000,10.37,0,0.08,8.00,N,2,4000,0.60
23,Young_Adult,50000,Medium_Income,RENT,1,New_Employee,MEDICAL,A,4000,5.42,0,0.08,8.00,N,2,4000,0.60
23,Young_Adult,39800,Medium_Income,MORTGAGE,5,Junior_Employee,MEDICAL,B,9750,10.99,0,0.24,24.50,N,3,9750,0.60
25,Adult,50000,Medium_Income,RENT,6,Mid_Employee,MEDICAL,A,4000,6.92,0,0.08,8.00,N,4,4000,0.60
23,Young_Adult,50000,Medium_Income,RENT,3,Junior_Employee,EDUCATION,C,4000,12.61,0,0.08,8.00,Y,2,4000,0.60
24,Young_Adult,50000,Medium_Income,RENT,1,New_Employee,VENTURE,A,4000,7.88,0,0.08,8.00,N,3,4000,0.60
23,Young_Adult,50000,Medium_Income,RENT,4,Junior_Employee,VENTURE,D,4000,14.96,0,0.08,8.00,N,3,4000,0.60
22,Young_Adult,50000,Medium_Income,RENT,7,Mid_Employee,MEDICAL,A,4000,7.4,0,0.08,8.00,N,2,4000,0.60
25,Adult,50000,Medium_Income,RENT,3,Junior_Employee,EDUCATION,D,4000,14.61,0,0.08,8.00,N,2,4000,0.60
22,Young_Adult,50004,Medium_Income,RENT,2,New_Employee,DEBTCONSOLIDATION,A,4000,6.92,0,0.08,8.00,N,2,4000,0.60
24,Young_Adult,50004,Medium_Income,RENT,5,Junior_Employee,EDUCATION,A,4000,7.88,0,0.08,8.00,N,2,4000,0.60
22,Young_Adult,44582,Medium_Income,RENT,6,Mid_Employee,HOMEIMPROVEMENT,A,4000,5.99,1,0.09,8.97,N,4,4000,0.60
26,Adult,39990,Medium_Income,MORTGAGE,3,Junior_Employee,HOMEIMPROVEMENT,C,2400,14.27,0,0.06,6.00,Y,2,2400,0.60
21,Young_Adult,50808,Medium_Income,RENT,2,New_Employee,EDUCATION,A,4000,6.17,0,0.08,7.87,N,4,4000,0.60
22,Young_Adult,39996,Medium_Income,MORTGAGE,7,Mid_Employee,MEDICAL,B,6000,12.42,0,0.15,15.00,N,4,6000,0.60
24,Young_Adult,39996,Medium_Income,MORTGAGE,1,New_Employee,PERSONAL,B,3000,9.91,0,0.08,7.50,N,4,3000,0.60
23,Young_Adult,50952,Medium_Income,RENT,0,New_Employee,EDUCATION,C,4000,11.54,0,0.08,7.85,Y,4,4000,0.60
24,Young_Adult,45000,Medium_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,D,4000,15.99,1,0.09,8.89,N,4,4000,0.60
23,Young_Adult,51600,Medium_Income,RENT,6,Mid_Employee,PERSONAL,B,4000,9.91,0,0.08,7.75,N,3,4000,0.60
24,Young_Adult,39996,Medium_Income,MORTGAGE,4,Junior_Employee,EDUCATION,C,5000,14.82,0,0.13,12.50,Y,3,5000,0.60
23,Young_Adult,45630,Medium_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,E,4000,19.29,1,0.09,8.77,Y,3,4000,0.60
23,Young_Adult,51996,Medium_Income,RENT,7,Mid_Employee,DEBTCONSOLIDATION,C,4000,13.98,0,0.08,7.69,Y,2,4000,0.60
24,Young_Adult,52000,Medium_Income,RENT,3,Junior_Employee,DEBTCONSOLIDATION,B,4000,10.37,0,0.08,7.69,N,3,4000,0.60
23,Young_Adult,39996,Medium_Income,OWN,1,New_Employee,MEDICAL,B,11000,9.63,0,0.28,27.50,N,3,11000,0.60
24,Young_Adult,52000,Medium_Income,RENT,3,Junior_Employee,MEDICAL,B,4000,9.88,0,0.08,7.69,N,2,4000,0.60
25,Adult,46392,Medium_Income,RENT,9,Mid_Employee,DEBTCONSOLIDATION,D,4000,16.32,1,0.09,8.62,Y,3,4000,0.60
22,Young_Adult,53285,Medium_Income,RENT,0,New_Employee,EDUCATION,A,4000,7.9,0,0.08,7.51,N,4,4000,0.60
24,Young_Adult,53636,Medium_Income,RENT,8,Mid_Employee,EDUCATION,B,4000,10.62,0,0.07,7.46,N,2,4000,0.60
23,Young_Adult,48000,Medium_Income,RENT,8,Mid_Employee,PERSONAL,B,4000,10.37,1,0.08,8.33,N,3,4000,0.60
25,Adult,54000,Medium_Income,RENT,2,New_Employee,EDUCATION,B,4000,11.89,0,0.07,7.41,N,2,4000,0.60
26,Adult,54996,Medium_Income,RENT,0,New_Employee,PERSONAL,A,4000,7.51,0,0.07,7.27,N,4,4000,0.60
23,Young_Adult,55000,Medium_Income,RENT,8,Mid_Employee,MEDICAL,B,4000,10.99,0,0.07,7.27,N,2,4000,0.60
26,Adult,55000,Medium_Income,RENT,0,New_Employee,EDUCATION,A,4000,6.92,0,0.07,7.27,N,4,4000,0.60
21,Young_Adult,55000,Medium_Income,RENT,5,Junior_Employee,DEBTCONSOLIDATION,C,4000,13.35,0,0.07,7.27,Y,2,4000,0.60
23,Young_Adult,55000,Medium_Income,RENT,5,Junior_Employee,PERSONAL,B,4000,11.86,0,0.07,7.27,N,4,4000,0.60
23,Young_Adult,55000,Medium_Income,RENT,4,Junior_Employee,MEDICAL,B,4000,12.53,0,0.07,7.27,N,2,4000,0.60
24,Young_Adult,55000,Medium_Income,RENT,0,New_Employee,EDUCATION,B,4000,11.26,0,0.07,7.27,N,4,4000,0.60
23,Young_Adult,56000,Medium_Income,RENT,7,Mid_Employee,VENTURE,C,4000,15.23,0,0.07,7.14,Y,4,4000,0.60
23,Young_Adult,39996,Medium_Income,MORTGAGE,5,Junior_Employee,EDUCATION,A,10000,7.51,0,0.25,25.00,N,3,10000,0.60
21,Young_Adult,57000,Medium_Income,RENT,6,Mid_Employee,EDUCATION,A,4000,7.49,0,0.07,7.02,N,4,4000,0.60
21,Young_Adult,39996,Medium_Income,MORTGAGE,5,Junior_Employee,PERSONAL,B,8000,10.25,0,0.2,20.00,N,4,8000,0.60
23,Young_Adult,57500,Medium_Income,RENT,1,New_Employee,VENTURE,B,4000,8.88,0,0.07,6.96,N,2,4000,0.60
23,Young_Adult,39996,Medium_Income,MORTGAGE,3,Junior_Employee,EDUCATION,A,3600,7.51,0,0.09,9.00,N,4,3600,0.60
21,Young_Adult,39996,Medium_Income,MORTGAGE,6,Mid_Employee,EDUCATION,C,13000,13.48,0,0.33,32.50,N,2,13000,0.60
23,Young_Adult,57600,Medium_Income,RENT,1,New_Employee,DEBTCONSOLIDATION,A,4000,7.75,0,0.07,6.94,N,2,4000,0.60
26,Adult,39996,Medium_Income,OWN,10,Mid_Employee,VENTURE,C,7000,13.57,0,0.18,17.50,Y,3,7000,0.60
23,Young_Adult,58000,Medium_Income,RENT,1,New_Employee,VENTURE,B,4000,10.74,0,0.07,6.90,N,2,4000,0.60
22,Young_Adult,58000,Medium_Income,RENT,5,Junior_Employee,EDUCATION,B,4000,10,0,0.07,6.90,N,4,4000,0.60
23,Young_Adult,58320,Medium_Income,RENT,4,Junior_Employee,MEDICAL,B,4000,10.37,0,0.07,6.86,N,2,4000,0.60
22,Young_Adult,39996,Medium_Income,MORTGAGE,6,Mid_Employee,DEBTCONSOLIDATION,A,6000,8,0,0.15,15.00,N,3,6000,0.60
26,Adult,52800,Medium_Income,RENT,4,Junior_Employee,PERSONAL,B,4000,9.99,1,0.08,7.58,N,3,4000,0.60
22,Young_Adult,60000,Medium_Income,RENT,6,Mid_Employee,EDUCATION,A,4000,7.51,0,0.07,6.67,N,3,4000,0.60
23,Young_Adult,60000,Medium_Income,RENT,7,Mid_Employee,EDUCATION,D,4000,15.33,0,0.07,6.67,Y,2,4000,0.60
23,Young_Adult,60000,Medium_Income,RENT,1,New_Employee,EDUCATION,B,4000,11.83,0,0.07,6.67,N,3,4000,0.60
26,Adult,54000,Medium_Income,RENT,0,New_Employee,MEDICAL,C,4000,13.47,1,0.07,7.41,N,2,4000,0.60
22,Young_Adult,60000,Medium_Income,RENT,6,Mid_Employee,PERSONAL,B,4000,12.21,0,0.07,6.67,N,3,4000,0.60
24,Young_Adult,39996,Medium_Income,MORTGAGE,8,Mid_Employee,DEBTCONSOLIDATION,C,7500,12.22,0,0.19,18.75,N,4,7500,0.60
26,Adult,62000,Medium_Income,RENT,1,New_Employee,EDUCATION,C,4000,13.06,0,0.06,6.45,Y,2,4000,0.60
26,Adult,39996,Medium_Income,MORTGAGE,10,Mid_Employee,VENTURE,A,6500,8.32,0,0.16,16.25,N,3,6500,0.60
23,Young_Adult,62000,Medium_Income,RENT,3,Junior_Employee,PERSONAL,C,4000,10.59,0,0.06,6.45,Y,3,4000,0.60
24,Young_Adult,56400,Medium_Income,RENT,0,New_Employee,EDUCATION,E,4000,14.75,1,0.07,7.09,Y,2,4000,0.60
25,Adult,62500,Medium_Income,RENT,9,Mid_Employee,EDUCATION,A,4000,8.9,0,0.06,6.40,N,3,4000,0.60
25,Adult,62500,Medium_Income,RENT,6,Mid_Employee,DEBTCONSOLIDATION,B,4000,10.37,0,0.06,6.40,N,3,4000,0.60
21,Young_Adult,63000,Medium_Income,RENT,0,New_Employee,EDUCATION,B,4000,11.49,0,0.06,6.35,N,3,4000,0.60
22,Young_Adult,40000,Medium_Income,MORTGAGE,6,Mid_Employee,PERSONAL,B,14400,12.69,0,0.36,36.00,N,3,14400,0.60
22,Young_Adult,40000,Medium_Income,MORTGAGE,6,Mid_Employee,MEDICAL,A,9875,7.9,0,0.25,24.69,N,4,9875,0.60
24,Young_Adult,65000,Medium_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,A,4000,7.51,0,0.06,6.15,N,3,4000,0.60
25,Adult,65000,Medium_Income,RENT,3,Junior_Employee,PERSONAL,A,4000,6.62,0,0.06,6.15,N,2,4000,0.60
26,Adult,40000,Medium_Income,MORTGAGE,10,Mid_Employee,HOMEIMPROVEMENT,C,12000,13.49,0,0.3,30.00,N,2,12000,0.60
24,Young_Adult,65000,Medium_Income,RENT,1,New_Employee,MEDICAL,A,4000,5.42,0,0.06,6.15,N,2,4000,0.60
23,Young_Adult,65000,Medium_Income,RENT,1,New_Employee,PERSONAL,A,4000,7.49,0,0.06,6.15,N,4,4000,0.60
25,Adult,65499,Medium_Income,RENT,9,Mid_Employee,VENTURE,C,4000,12.23,0,0.06,6.11,N,4,4000,0.60
23,Young_Adult,40000,Medium_Income,MORTGAGE,5,Junior_Employee,EDUCATION,B,18000,9.91,0,0.45,45.00,N,2,18000,0.60
23,Young_Adult,61000,Medium_Income,RENT,2,New_Employee,DEBTCONSOLIDATION,D,4000,16,1,0.07,6.56,Y,4,4000,0.60
23,Young_Adult,67450,Medium_Income,RENT,8,Mid_Employee,EDUCATION,A,4000,6.76,0,0.06,5.93,N,3,4000,0.60
22,Young_Adult,40000,Medium_Income,MORTGAGE,5,Junior_Employee,DEBTCONSOLIDATION,C,12000,13.49,0,0.3,30.00,N,2,12000,0.60
25,Adult,68000,Medium_Income,RENT,0,New_Employee,VENTURE,A,4000,6.76,0,0.06,5.88,N,2,4000,0.60
22,Young_Adult,63000,Medium_Income,RENT,6,Mid_Employee,HOMEIMPROVEMENT,B,4000,11.12,1,0.06,6.35,N,2,4000,0.60
23,Young_Adult,69360,Medium_Income,RENT,5,Junior_Employee,DEBTCONSOLIDATION,A,4000,7.74,0,0.06,5.77,N,3,4000,0.60
21,Young_Adult,70000,Medium_Income,RENT,5,Junior_Employee,EDUCATION,A,4000,7.9,0,0.06,5.71,N,2,4000,0.60
26,Adult,70000,Medium_Income,RENT,4,Junior_Employee,DEBTCONSOLIDATION,A,4000,5.99,0,0.06,5.71,N,4,4000,0.60
24,Young_Adult,70000,Medium_Income,RENT,8,Mid_Employee,VENTURE,C,4000,13.49,0,0.06,5.71,Y,4,4000,0.60
23,Young_Adult,40000,Medium_Income,MORTGAGE,0,New_Employee,DEBTCONSOLIDATION,B,6000,10.65,0,0.15,15.00,N,4,6000,0.60
26,Adult,70000,Medium_Income,RENT,4,Junior_Employee,VENTURE,C,4000,13.06,0,0.06,5.71,Y,4,4000,0.60
26,Adult,70000,Medium_Income,RENT,5,Junior_Employee,PERSONAL,C,4000,13.85,0,0.06,5.71,N,4,4000,0.60
23,Young_Adult,34000,Medium_Income,MORTGAGE,3,Junior_Employee,VENTURE,C,12000,14.27,1,0.35,35.29,N,4,12000,0.60
24,Young_Adult,72000,High_Income,RENT,4,Junior_Employee,DEBTCONSOLIDATION,A,4000,7.88,0,0.06,5.56,N,3,4000,0.60
25,Adult,75000,High_Income,RENT,4,Junior_Employee,PERSONAL,B,4000,11.49,0,0.05,5.33,N,2,4000,0.60
22,Young_Adult,40000,Medium_Income,MORTGAGE,6,Mid_Employee,MEDICAL,A,5000,6.03,0,0.13,12.50,N,2,5000,0.60
22,Young_Adult,34000,Medium_Income,MORTGAGE,6,Mid_Employee,MEDICAL,B,4500,11.71,1,0.13,13.24,N,2,4500,0.60
25,Adult,40000,Medium_Income,MORTGAGE,7,Mid_Employee,EDUCATION,A,2100,6.03,0,0.05,5.25,N,2,2100,0.60
23,Young_Adult,40000,Medium_Income,MORTGAGE,7,Mid_Employee,VENTURE,A,5000,6.62,0,0.13,12.50,N,4,5000,0.60
24,Young_Adult,40000,Medium_Income,MORTGAGE,1,New_Employee,MEDICAL,B,7500,12.42,0,0.19,18.75,N,4,7500,0.60
22,Young_Adult,77250,High_Income,RENT,3,Junior_Employee,PERSONAL,B,4000,11.71,0,0.05,5.18,N,3,4000,0.60
24,Young_Adult,40000,Medium_Income,MORTGAGE,6,Mid_Employee,EDUCATION,B,5400,12.42,0,0.14,13.50,N,3,5400,0.60
25,Adult,80000,High_Income,RENT,2,New_Employee,DEBTCONSOLIDATION,B,4000,10.59,0,0.05,5.00,N,3,4000,0.60
22,Young_Adult,40000,Medium_Income,MORTGAGE,2,New_Employee,EDUCATION,A,10000,6.03,0,0.25,25.00,N,3,10000,0.60
23,Young_Adult,80000,High_Income,RENT,3,Junior_Employee,EDUCATION,D,4000,14.46,0,0.05,5.00,Y,4,4000,0.60
22,Young_Adult,80000,High_Income,RENT,6,Mid_Employee,EDUCATION,B,4000,11.12,0,0.05,5.00,N,4,4000,0.60
