person_age,age_band,person_income,income_band,person_home_ownership,person_emp_length,employment_category,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,loan_to_income_pct,cb_person_default_on_file,cb_person_cred_hist_length,exposure_at_default,loss_given_default,AI_Predicted_PD,Expected_Loss
24,Young_Adult,65000,Medium_Income,MORTGAGE,7,Mid_Employee,VENTURE,A,6000,5.42,0,0.09,9.23,N,3,6000,0.6,0.00011727733,0.4221984010655433
21,Young_Adult,43000,Medium_Income,RENT,2,New_Employee,MEDICAL,A,9200,8.94,0,0.21,21.4,N,2,9200,0.6,0.111913905,617.7647531032562
23,Young_Adult,65000,Medium_Income,OWN,8,Mid_Employee,PERSONAL,C,9600,14.17,0,0.15,14.77,Y,4,9600,0.6,0.00012617343,0.7267589494585991
22,Young_Adult,50000,Medium_Income,RENT,0,New_Employee,EDUCATION,A,9200,6.92,0,0.18,18.4,N,4,9200,0.6,0.027924534,154.14342731237411
23,Young_Adult,50000,Medium_Income,RENT,5,Junior_Employee,EDUCATION,E,9200,15.68,0,0.18,18.4,N,2,9200,0.6,0.05557633,306.7813315987587
23,Young_Adult,65000,Medium_Income,MORTGAGE,7,Mid_Employee,VENTURE,B,13750,9.62,0,0.21,21.15,N,3,13750,0.6,0.0001224182,1.0099501923832577
24,Young_Adult,65000,Medium_Income,MORTGAGE,2,New_Employee,EDUCATION,D,20000,14.09,0,0.31,30.77,Y,3,20000,0.6,0.2727723,3273.2677459716797
23,Young_Adult,65000,Medium_Income,MORTGAGE,0,New_Employee,VENTURE,B,7300,9.99,0,0.11,11.23,N,3,7300,0.6,0.00013422276,0.5878956994274631
22,Young_Adult,62000,Medium_Income,RENT,6,Mid_Employee,PERSONAL,C,9200,12.98,0,0.15,14.84,N,3,9200,0.6,0.07308299,403.4181100130081
23,Young_Adult,66000,Medium_Income,RENT,0,New_Employee,MEDICAL,B,9200,11.86,0,0.14,13.94,N,2,9200,0.6,0.13283165,733.2306969165802
24,Young_Adult,77385,High_Income,RENT,6,Mid_Employee,DEBTCONSOLIDATION,A,9200,6.03,0,0.12,11.89,N,3,9200,0.6,0.01643614,90.7274879515171
22,Young_Adult,65000,Medium_Income,MORTGAGE,0,New_Employee,MEDICAL,B,3000,10.36,0,0.05,4.62,N,3,3000,0.6,0.060157113,108.28280299901962
25,Adult,59000,Medium_Income,MORTGAGE,4,Junior_Employee,HOMEIMPROVEMENT,C,3600,12.98,1,0.06,6.1,N,3,3600,0.6,0.71009797,1533.8116121292114
21,Young_Adult,59000,Medium_Income,MORTGAGE,5,Junior_Employee,MEDICAL,B,25000,9.99,1,0.42,42.37,N,4,25000,0.6,0.44655335,6698.300242424011
25,Adult,82000,High_Income,RENT,2,New_Employee,MEDICAL,A,9200,6.03,0,0.11,11.22,N,3,9200,0.6,0.004660668,25.72688654065132
22,Young_Adult,63000,Medium_Income,RENT,5,Junior_Employee,EDUCATION,A,9225,5.99,0,0.15,14.64,N,4,9225,0.6,0.01194998,66.14313764031976
24,Young_Adult,65000,Medium_Income,OWN,8,Mid_Employee,VENTURE,A,12000,6.17,0,0.18,18.46,N,4,12000,0.6,2.7073304e-06,0.01949277884705225
21,Young_Adult,13000,Low_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,C,9250,12.53,1,0.71,71.15,N,3,9250,0.6,0.99998844,5549.93582367897
25,Adult,65000,Medium_Income,OWN,1,New_Employee,VENTURE,C,12000,12.61,0,0.18,18.46,Y,4,12000,0.6,0.00028332745,2.039957628585398
23,Young_Adult,24000,Low_Income,RENT,0,New_Employee,VENTURE,A,9250,6.54,1,0.39,38.54,N,3,9250,0.6,0.9987936,5543.304491043091
22,Young_Adult,24000,Low_Income,RENT,1,New_Employee,HOMEIMPROVEMENT,A,9250,8.94,1,0.39,38.54,N,2,9250,0.6,0.9999269,5549.594432115555
25,Adult,24996,Low_Income,RENT,2,New_Employee,EDUCATION,A,9250,8.59,1,0.37,37.01,N,4,9250,0.6,0.99833727,5540.771842002869
25,Adult,25000,Low_Income,RENT,8,Mid_Employee,VENTURE,B,9250,10.75,1,0.37,37.0,N,3,9250,0.6,0.99704474,5533.598318696022
25,Adult,25716,Low_Income,RENT,1,New_Employee,MEDICAL,A,9250,6.54,1,0.36,35.97,N,3,9250,0.6,0.99514294,5523.0432987213135
21,Young_Adult,65000,Medium_Income,OWN,5,Junior_Employee,MEDICAL,A,5000,5.79,0,0.08,7.69,N,4,5000,0.6,5.932553e-05,0.1779765952960588
22,Young_Adult,65000,Medium_Income,MORTGAGE,4,Junior_Employee,EDUCATION,C,10000,13.35,0,0.15,15.38,N,4,10000,0.6,0.030993283,185.95969676971436
24,Young_Adult,65000,Medium_Income,MORTGAGE,5,Junior_Employee,MEDICAL,B,2000,9.62,0,0.03,3.08,N,3,2000,0.6,0.06646849,79.76219058036804
23,Young_Adult,65000,Medium_Income,MORTGAGE,7,Mid_Employee,EDUCATION,A,9000,7.88,0,0.14,13.85,N,3,9000,0.6,0.017561147,94.8301937431097
22,Young_Adult,27120,Low_Income,RENT,5,Junior_Employee,DEBTCONSOLIDATION,C,9250,13.11,1,0.34,34.11,Y,4,9250,0.6,0.99636686,5529.836064577103
21,Young_Adult,65000,Medium_Income,MORTGAGE,2,New_Employee,VENTURE,B,8400,11.86,0,0.13,12.92,N,4,8400,0.6,0.0004618484,2.327715908177197
23,Young_Adult,65000,Medium_Income,MORTGAGE,7,Mid_Employee,VENTURE,A,6250,6.76,0,0.1,9.62,N,2,6250,0.6,5.957936e-05,0.22342260308505502
24,Young_Adult,27456,Low_Income,RENT,1,New_Employee,MEDICAL,C,9250,12.87,1,0.34,33.69,N,3,9250,0.6,0.99435693,5518.680962920189
23,Young_Adult,65000,Medium_Income,OWN,7,Mid_Employee,MEDICAL,C,10000,13.98,0,0.15,15.38,N,4,10000,0.6,0.00012518547,0.7511128205806017
25,Adult,65000,Medium_Income,MORTGAGE,2,New_Employee,MEDICAL,B,10000,10.75,0,0.15,15.38,N,4,10000,0.6,0.018141372,108.84823277592659
25,Adult,65000,Medium_Income,MORTGAGE,3,Junior_Employee,VENTURE,C,7000,14.72,0,0.11,10.77,N,3,7000,0.6,0.16303709,684.7557842731476
25,Adult,65000,Medium_Income,MORTGAGE,1,New_Employee,PERSONAL,B,15000,11.12,0,0.23,23.08,N,4,15000,0.6,0.044162653,397.4638804793358
23,Young_Adult,28800,Low_Income,RENT,1,New_Employee,VENTURE,C,9250,14.35,1,0.32,32.12,Y,3,9250,0.6,0.99517316,5523.211017251015
24,Young_Adult,65000,Medium_Income,MORTGAGE,3,Junior_Employee,DEBTCONSOLIDATION,C,7000,13.61,0,0.11,10.77,Y,3,7000,0.6,0.06367639,267.4408257007599
24,Young_Adult,28800,Low_Income,RENT,3,Junior_Employee,DEBTCONSOLIDATION,C,9250,13.57,1,0.32,32.12,N,3,9250,0.6,0.9920449,5505.84933757782
22,Young_Adult,65000,Medium_Income,MORTGAGE,2,New_Employee,DEBTCONSOLIDATION,B,13000,10.38,0,0.2,20.0,N,2,13000,0.6,0.022213262,173.26344028115273
22,Young_Adult,65000,Medium_Income,MORTGAGE,2,New_Employee,PERSONAL,C,13000,14.35,0,0.2,20.0,Y,4,13000,0.6,0.03553287,277.15638130903244
22,Young_Adult,31000,Medium_Income,RENT,7,Mid_Employee,MEDICAL,D,9250,14.11,1,0.3,29.84,N,4,9250,0.6,0.9797183,5437.436717748642
22,Young_Adult,32400,Medium_Income,RENT,6,Mid_Employee,MEDICAL,D,9250,14.46,1,0.29,28.55,Y,4,9250,0.6,0.96773124,5370.90836763382
23,Young_Adult,36707,Medium_Income,RENT,3,Junior_Employee,PERSONAL,D,9250,16.32,0,0.25,25.2,Y,4,9250,0.6,0.31740093,1761.575174331665
24,Young_Adult,65000,Medium_Income,MORTGAGE,6,Mid_Employee,PERSONAL,B,11000,11.49,0,0.17,16.92,N,2,11000,0.6,0.04128918,272.5085914134979
21,Young_Adult,39000,Medium_Income,RENT,5,Junior_Employee,PERSONAL,B,9250,9.91,0,0.24,23.72,N,4,9250,0.6,0.4225444,2345.1213642954826
23,Young_Adult,65000,Medium_Income,MORTGAGE,7,Mid_Employee,VENTURE,A,14400,7.51,0,0.22,22.15,N,3,14400,0.6,0.00032440305,2.8028423711657524
23,Young_Adult,65000,Medium_Income,MORTGAGE,7,Mid_Employee,EDUCATION,A,5500,7.88,0,0.08,8.46,N,3,5500,0.6,0.03622446,119.54071260988712
23,Young_Adult,40000,Medium_Income,RENT,7,Mid_Employee,EDUCATION,D,9250,16.07,0,0.23,23.13,N,2,9250,0.6,0.080560185,447.1090268343687
26,Adult,65000,Medium_Income,MORTGAGE,11,Senior_Employee,HOMEIMPROVEMENT,A,10950,7.88,0,0.17,16.85,N,2,10950,0.6,0.019182071,126.02620705962181
22,Young_Adult,65000,Medium_Income,MORTGAGE,6,Mid_Employee,MEDICAL,B,3800,11.12,0,0.06,5.85,N,4,3800,0.6,0.05879076,134.042928814888
26,Adult,65000,Medium_Income,MORTGAGE,6,Mid_Employee,VENTURE,E,22000,17.19,0,0.34,33.85,N,2,22000,0.6,0.30341163,4005.033552646637
25,Adult,65000,Medium_Income,MORTGAGE,6,Mid_Employee,MEDICAL,B,15000,11.86,0,0.23,23.08,N,3,15000,0.6,0.072921805,656.2962457537651
25,Adult,65000,Medium_Income,OWN,3,Junior_Employee,VENTURE,A,8700,7.88,0,0.13,13.38,N,3,8700,0.6,4.0330283e-06,0.02105240767377836
22,Young_Adult,65000,Medium_Income,MORTGAGE,6,Mid_Employee,EDUCATION,A,10000,7.88,0,0.15,15.38,N,2,10000,0.6,0.012881944,77.29166373610497
23,Young_Adult,70522,High_Income,RENT,7,Mid_Employee,MEDICAL,C,9325,10.91,0,0.13,13.22,Y,3,9325,0.6,0.25898746,1449.0348194539547
23,Young_Adult,65000,Medium_Income,MORTGAGE,4,Junior_Employee,MEDICAL,A,7000,7.14,0,0.11,10.77,N,3,7000,0.6,0.025305606,106.28354698419571
22,Young_Adult,50000,Medium_Income,RENT,4,Junior_Employee,EDUCATION,A,9350,7.49,0,0.19,18.7,N,3,9350,0.6,0.025331648,142.11054565384984
24,Young_Adult,65000,Medium_Income,MORTGAGE,5,Junior_Employee,VENTURE,A,8000,7.51,0,0.12,12.31,N,4,8000,0.6,0.0006067352,2.9123288579285145
22,Young_Adult,30000,Medium_Income,RENT,1,New_Employee,PERSONAL,B,9375,11.71,1,0.31,31.25,N,2,9375,0.6,0.99812406,5614.447854459286
22,Young_Adult,65000,Medium_Income,MORTGAGE,4,Junior_Employee,DEBTCONSOLIDATION,C,8100,13.11,0,0.12,12.46,N,4,8100,0.6,0.12351251,600.2707815170288
25,Adult,59000,Medium_Income,MORTGAGE,9,Mid_Employee,EDUCATION,B,20000,11.36,1,0.34,33.9,N,2,20000,0.6,0.64769924,7772.390842437744
26,Adult,59000,Medium_Income,MORTGAGE,2,New_Employee,HOMEIMPROVEMENT,C,20000,13.48,1,0.34,33.9,Y,3,20000,0.6,0.6706426,8047.711372375488
24,Young_Adult,65000,Medium_Income,MORTGAGE,8,Mid_Employee,PERSONAL,A,2500,6.39,0,0.04,3.85,N,3,2500,0.6,0.0073532606,11.029890971258283
26,Adult,45500,Medium_Income,RENT,2,New_Employee,EDUCATION,B,9400,9.91,0,0.21,20.66,N,2,9400,0.6,0.087376386,492.8028166294098
23,Young_Adult,44000,Medium_Income,RENT,2,New_Employee,VENTURE,E,9400,16.32,1,0.21,21.36,Y,3,9400,0.6,0.9960388,5617.658801078796
24,Young_Adult,65000,Medium_Income,OWN,3,Junior_Employee,PERSONAL,B,6000,11.36,0,0.09,9.23,N,2,6000,0.6,0.0003105267,1.1178961023688316
24,Young_Adult,65000,Medium_Income,MORTGAGE,0,New_Employee,DEBTCONSOLIDATION,C,3000,12.73,0,0.05,4.62,N,3,3000,0.6,0.080453366,144.81605887413025
23,Young_Adult,50400,Medium_Income,RENT,5,Junior_Employee,EDUCATION,B,9400,9.99,0,0.19,18.65,N,4,9400,0.6,0.041805826,235.78485935926437
22,Young_Adult,45000,Medium_Income,RENT,6,Mid_Employee,MEDICAL,C,9425,13.49,0,0.21,20.94,Y,2,9425,0.6,0.17566529,993.3872102200985
23,Young_Adult,65000,Medium_Income,MORTGAGE,2,New_Employee,DEBTCONSOLIDATION,B,4400,11.36,0,0.07,6.77,N,4,4400,0.6,0.07034851,185.72006285190582
24,Young_Adult,25000,Low_Income,RENT,3,Junior_Employee,MEDICAL,A,9450,6.62,1,0.38,37.8,N,4,9450,0.6,0.99793065,5658.266762495041
23,Young_Adult,65000,Medium_Income,MORTGAGE,3,Junior_Employee,PERSONAL,A,8000,7.14,0,0.12,12.31,N,4,8000,0.6,0.01351086,64.85212594270706
21,Young_Adult,26000,Low_Income,RENT,1,New_Employee,DEBTCONSOLIDATION,D,9450,16.77,1,0.36,36.35,N,2,9450,0.6,0.9999579,5669.761401414871
24,Young_Adult,65000,Medium_Income,MORTGAGE,1,New_Employee,EDUCATION,A,8500,7.51,0,0.13,13.08,N,2,8500,0.6,0.040133495,204.68082390725613
24,Young_Adult,33600,Medium_Income,RENT,2,New_Employee,PERSONAL,A,9450,7.66,1,0.28,28.13,N,2,9450,0.6,0.47215214,2677.102654874325
24,Young_Adult,65000,Medium_Income,MORTGAGE,7,Mid_Employee,VENTURE,D,14000,15.31,0,0.22,21.54,Y,4,14000,0.6,0.12564982,1055.458527803421
26,Adult,34200,Medium_Income,RENT,9,Mid_Employee,MEDICAL,D,9450,15.62,1,0.28,27.63,N,3,9450,0.6,0.9230151,5233.495717048645
25,Adult,19200,Low_Income,RENT,1,New_Employee,VENTURE,A,9500,7.88,1,0.49,49.48,N,4,9500,0.6,0.99990785,5699.47475194931
26,Adult,65000,Medium_Income,OWN,3,Junior_Employee,MEDICAL,C,7000,13.92,0,0.11,10.77,Y,3,7000,0.6,0.00014348434,0.6026342423865572
22,Young_Adult,65000,Medium_Income,OWN,6,Mid_Employee,MEDICAL,C,3000,13.92,0,0.05,4.62,Y,4,3000,0.6,6.9449285e-05,0.12500871234806255
21,Young_Adult,20000,Low_Income,RENT,2,New_Employee,VENTURE,A,9500,8.9,1,0.47,47.5,N,4,9500,0.6,0.99942696,5696.733677387238
23,Young_Adult,65000,Medium_Income,MORTGAGE,7,Mid_Employee,EDUCATION,B,6000,11.48,0,0.09,9.23,N,4,6000,0.6,0.03890664,140.06390869617462
23,Young_Adult,65000,Medium_Income,MORTGAGE,4,Junior_Employee,EDUCATION,A,7500,8.59,0,0.12,11.54,N,3,7500,0.6,0.017178312,77.30240374803543
24,Young_Adult,23040,Low_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,F,9500,19.04,1,0.41,41.23,Y,4,9500,0.6,0.9998779,5699.30419921875
22,Young_Adult,27000,Low_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,D,9500,15.33,1,0.35,35.19,Y,3,9500,0.6,0.9999497,5699.713253974915
24,Young_Adult,28000,Low_Income,RENT,1,New_Employee,MEDICAL,A,9500,5.99,1,0.34,33.93,N,3,9500,0.6,0.9946397,5669.446259737015
26,Adult,28000,Low_Income,RENT,4,Junior_Employee,MEDICAL,A,9500,8.94,1,0.34,33.93,N,4,9500,0.6,0.9943811,5667.972439527512
24,Young_Adult,30000,Medium_Income,RENT,1,New_Employee,VENTURE,C,9500,13.92,1,0.32,31.67,N,2,9500,0.6,0.9977743,5687.31352686882
22,Young_Adult,32000,Medium_Income,RENT,5,Junior_Employee,PERSONAL,C,9500,13.57,0,0.3,29.69,N,3,9500,0.6,0.45698386,2604.8080265522003
23,Young_Adult,65000,Medium_Income,MORTGAGE,2,New_Employee,EDUCATION,B,20000,12.18,0,0.31,30.77,N,4,20000,0.6,0.062456504,749.4780421257019
24,Young_Adult,37157,Medium_Income,RENT,4,Junior_Employee,MEDICAL,B,9500,10.99,0,0.26,25.57,N,2,9500,0.6,0.16211903,924.0784764289856
24,Young_Adult,65000,Medium_Income,MORTGAGE,1,New_Employee,MEDICAL,A,10000,8.59,0,0.15,15.38,N,3,10000,0.6,0.019600194,117.60116368532181
24,Young_Adult,59000,Medium_Income,OWN,2,New_Employee,MEDICAL,E,12000,17.74,1,0.2,20.34,Y,2,12000,0.6,0.97042537,6987.062644958496
22,Young_Adult,65000,Medium_Income,MORTGAGE,6,Mid_Employee,VENTURE,A,17000,8.94,0,0.26,26.15,N,2,17000,0.6,0.00038509283,3.927946899784729
23,Young_Adult,41000,Medium_Income,RENT,5,Junior_Employee,EDUCATION,A,9500,7.88,0,0.23,23.17,N,2,9500,0.6,0.20984977,1196.1437165737152
23,Young_Adult,44064,Medium_Income,RENT,0,New_Employee,EDUCATION,B,9500,11.26,0,0.22,21.56,N,2,9500,0.6,0.45773754,2609.103950858116
25,Adult,46500,Medium_Income,RENT,5,Junior_Employee,EDUCATION,A,9500,6.76,0,0.2,20.43,N,3,9500,0.6,0.12575027,716.7765587568283
23,Young_Adult,40574,Medium_Income,RENT,2,New_Employee,HOMEIMPROVEMENT,D,9500,14.74,1,0.23,23.41,Y,4,9500,0.6,0.9961222,5677.89643406868
26,Adult,47000,Medium_Income,RENT,5,Junior_Employee,PERSONAL,C,9500,12.87,0,0.2,20.21,N,4,9500,0.6,0.19431777,1107.6113060116768
25,Adult,65000,Medium_Income,MORTGAGE,0,New_Employee,HOMEIMPROVEMENT,B,15000,11.48,0,0.23,23.08,N,4,15000,0.6,0.09224155,830.1739320158958
22,Young_Adult,65000,Medium_Income,OWN,1,New_Employee,VENTURE,D,5000,15.37,0,0.08,7.69,N,4,5000,0.6,7.107862e-05,0.21323585679056123
24,Young_Adult,48602,Medium_Income,RENT,0,New_Employee,MEDICAL,C,9500,12.73,0,0.2,19.55,N,4,9500,0.6,0.12296564,700.9041555225849
24,Young_Adult,59000,Medium_Income,MORTGAGE,3,Junior_Employee,DEBTCONSOLIDATION,C,6800,12.53,1,0.12,11.53,Y,4,6800,0.6,0.72999394,2978.3752727508545
22,Young_Adult,65000,Medium_Income,MORTGAGE,6,Mid_Employee,VENTURE,A,1500,9.32,0,0.02,2.31,N,2,1500,0.6,0.00027309268,0.24578341108281165
22,Young_Adult,50000,Medium_Income,RENT,6,Mid_Employee,MEDICAL,A,9500,6.99,0,0.19,19.0,N,2,9500,0.6,0.04511827,257.1741309016943
24,Young_Adult,52500,Medium_Income,RENT,1,New_Employee,EDUCATION,C,9500,14.79,0,0.18,18.1,Y,3,9500,0.6,0.32883924,1874.383682012558
23,Young_Adult,54000,Medium_Income,RENT,7,Mid_Employee,MEDICAL,C,9500,14.65,0,0.18,17.59,N,2,9500,0.6,0.55572534,3167.634415626526
26,Adult,54011,Medium_Income,RENT,10,Mid_Employee,EDUCATION,D,9500,16.29,0,0.18,17.59,N,2,9500,0.6,0.5056087,2881.969463825226
24,Young_Adult,55000,Medium_Income,RENT,5,Junior_Employee,VENTURE,A,9500,9.63,0,0.17,17.27,N,4,9500,0.6,0.0005660683,3.2265891961287707
23,Young_Adult,65000,Medium_Income,MORTGAGE,2,New_Employee,EDUCATION,B,15000,10.95,0,0.23,23.08,N,3,15000,0.6,0.03432081,308.887280523777
25,Adult,65000,Medium_Income,MORTGAGE,6,Mid_Employee,PERSONAL,C,7500,13.47,0,0.12,11.54,N,4,7500,0.6,0.11079249,498.5661953687668
22,Young_Adult,56400,Medium_Income,RENT,2,New_Employee,DEBTCONSOLIDATION,A,9500,8.9,0,0.17,16.84,N,4,9500,0.6,0.18768187,1069.7866514325142
22,Young_Adult,59000,Medium_Income,MORTGAGE,3,Junior_Employee,DEBTCONSOLIDATION,D,19750,14.11,1,0.33,33.47,Y,3,19750,0.6,0.97795105,11588.719940185547
25,Adult,57000,Medium_Income,RENT,2,New_Employee,EDUCATION,A,9500,6.17,0,0.17,16.67,N,4,9500,0.6,0.06885509,392.47402399778366
25,Adult,57000,Medium_Income,RENT,1,New_Employee,HOMEIMPROVEMENT,B,9500,12.53,0,0.17,16.67,N,4,9500,0.6,0.25686374,1464.12333548069
25,Adult,65000,Medium_Income,MORTGAGE,0,New_Employee,DEBTCONSOLIDATION,A,2000,7.37,0,0.03,3.08,N,2,2000,0.6,0.020571591,24.68590959906578
22,Young_Adult,65000,Medium_Income,MORTGAGE,4,Junior_Employee,EDUCATION,A,9000,9.63,0,0.14,13.85,N,3,9000,0.6,0.048532333,262.07459941506386
25,Adult,61000,Medium_Income,RENT,4,Junior_Employee,VENTURE,A,9500,7.51,0,0.16,15.57,N,2,9500,0.6,0.0019478237,11.102594970725477
25,Adult,68000,Medium_Income,RENT,2,New_Employee,DEBTCONSOLIDATION,A,9500,7.14,0,0.14,13.97,N,3,9500,0.6,0.028461661,162.23146878182888
26,Adult,65000,Medium_Income,MORTGAGE,4,Junior_Employee,EDUCATION,B,5000,11.89,0,0.08,7.69,N,4,5000,0.6,0.03725893,111.77679151296616
23,Young_Adult,65000,Medium_Income,MORTGAGE,7,Mid_Employee,VENTURE,C,17600,12.72,0,0.27,27.08,N,3,17600,0.6,0.030218799,319.11051392555237
29,Adult,29000,Low_Income,RENT,0,New_Employee,MEDICAL,A,6000,8.49,1,0.21,20.69,N,8,6000,0.6,0.67167205,2418.0193662643433
24,Young_Adult,58650,Medium_Income,RENT,4,Junior_Employee,MEDICAL,D,9500,16.49,1,0.14,16.2,N,3,9500,0.6,0.9891242,5638.007819652557
22,Young_Adult,69000,Medium_Income,RENT,1,New_Employee,HOMEIMPROVEMENT,D,9500,15.33,1,0.14,13.77,Y,4,9500,0.6,0.99963605,5697.925508022308
26,Adult,65000,Medium_Income,MORTGAGE,6,Mid_Employee,EDUCATION,A,6000,9.07,0,0.09,9.23,N,3,6000,0.6,0.042028613,151.3030081987381
24,Young_Adult,70446,High_Income,RENT,1,New_Employee,PERSONAL,A,9550,7.49,0,0.14,13.56,N,3,9550,0.6,0.052855182,302.86019537597895
22,Young_Adult,65000,Medium_Income,MORTGAGE,1,New_Employee,PERSONAL,B,7500,10.08,0,0.12,11.54,N,4,7500,0.6,0.0389992,175.4963994026184
23,Young_Adult,65000,Medium_Income,MORTGAGE,7,Mid_Employee,EDUCATION,B,5125,10.71,0,0.08,7.88,N,4,5125,0.6,0.03813805,117.27450555190444
25,Adult,65000,Medium_Income,OWN,9,Mid_Employee,PERSONAL,C,7000,11.66,0,0.11,10.77,Y,4,7000,0.6,0.00022086986,0.9276533994125202
22,Young_Adult,43000,Medium_Income,RENT,1,New_Employee,DEBTCONSOLIDATION,A,9575,6.62,0,0.22,22.27,N,3,9575,0.6,0.112477995,646.1860838904977
22,Young_Adult,21600,Low_Income,RENT,0,New_Employee,EDUCATION,A,9600,7.49,1,0.44,44.44,N,2,9600,0.6,0.9997305,5758.44783782959
23,Young_Adult,22000,Low_Income,RENT,3,Junior_Employee,EDUCATION,C,9600,13.16,1,0.44,43.64,N,2,9600,0.6,0.99954873,5757.400703430176
25,Adult,24000,Low_Income,RENT,9,Mid_Employee,PERSONAL,B,9600,11.71,1,0.4,40.0,N,4,9600,0.6,0.99837494,5750.6396484375
21,Young_Adult,24000,Low_Income,RENT,4,Junior_Employee,HOMEIMPROVEMENT,C,9600,14.27,1,0.4,40.0,N,4,9600,0.6,0.9998293,5759.0167236328125
23,Young_Adult,65000,Medium_Income,MORTGAGE,1,New_Employee,EDUCATION,E,15000,14.5,0,0.23,23.08,N,4,15000,0.6,0.028109076,252.98167951405048
23,Young_Adult,65000,Medium_Income,MORTGAGE,7,Mid_Employee,EDUCATION,A,4000,7.75,0,0.06,6.15,N,2,4000,0.6,0.013332835,31.998804956674576
23,Young_Adult,65000,Medium_Income,MORTGAGE,0,New_Employee,PERSONAL,A,12800,8.38,0,0.2,19.69,N,2,12800,0.6,0.017975299,138.05029392242432
23,Young_Adult,65000,Medium_Income,MORTGAGE,7,Mid_Employee,PERSONAL,A,5000,7.43,0,0.08,7.69,N,4,5000,0.6,0.040065482,120.19644677639008
22,Young_Adult,65004,Medium_Income,MORTGAGE,5,Junior_Employee,VENTURE,A,12500,6.03,0,0.19,19.23,N,4,12500,0.6,0.00015544606,1.165845460491255
22,Young_Adult,65004,Medium_Income,MORTGAGE,6,Mid_Employee,MEDICAL,A,5500,6.03,0,0.08,8.46,N,2,5500,0.6,0.00962359,31.757846754044294
24,Young_Adult,65004,Medium_Income,MORTGAGE,8,Mid_Employee,HOMEIMPROVEMENT,C,3600,13.49,0,0.06,5.54,Y,4,3600,0.6,0.08542686,184.52201664447784
21,Young_Adult,28800,Low_Income,RENT,1,New_Employee,EDUCATION,B,9600,10.37,1,0.33,33.33,N,3,9600,0.6,0.9940352,5725.64266204834
22,Young_Adult,65004,Medium_Income,OWN,3,Junior_Employee,VENTURE,B,4000,10.99,0,0.06,6.15,N,3,4000,0.6,7.5865905e-06,0.018207817265647464
21,Young_Adult,65004,Medium_Income,MORTGAGE,5,Junior_Employee,DEBTCONSOLIDATION,B,5000,9.99,0,0.08,7.69,N,3,5000,0.6,0.10247804,307.4341267347336
26,Adult,33996,Medium_Income,RENT,1,New_Employee,MEDICAL,B,9600,9.88,0,0.28,28.24,N,2,9600,0.6,0.37937275,2185.1870155334473
25,Adult,65004,Medium_Income,MORTGAGE,9,Mid_Employee,MEDICAL,A,4500,6.92,0,0.07,6.92,N,2,4500,0.6,0.0070905644,19.144523749127984
22,Young_Adult,65004,Medium_Income,MORTGAGE,6,Mid_Employee,MEDICAL,B,6500,9.25,0,0.1,10.0,N,4,6500,0.6,0.037737105,147.17470966279507
26,Adult,65004,Medium_Income,MORTGAGE,7,Mid_Employee,HOMEIMPROVEMENT,B,20000,10.36,0,0.31,30.77,N,3,20000,0.6,0.14901543,1788.1851196289062
25,Adult,34000,Medium_Income,RENT,3,Junior_Employee,MEDICAL,A,9600,7.88,0,0.28,28.24,N,4,9600,0.6,0.37701753,2171.6209602355957
23,Young_Adult,34560,Medium_Income,RENT,5,Junior_Employee,DEBTCONSOLIDATION,D,9600,16.02,1,0.28,27.78,Y,3,9600,0.6,0.9674787,5572.677268981934
22,Young_Adult,34800,Medium_Income,RENT,7,Mid_Employee,PERSONAL,G,9600,19.16,1,0.28,27.59,Y,2,9600,0.6,0.99803203,5748.664512634277
25,Adult,35000,Medium_Income,RENT,5,Junior_Employee,VENTURE,B,9600,9.91,0,0.27,27.43,N,2,9600,0.6,0.00047522897,2.737318854779005
23,Young_Adult,65004,Medium_Income,MORTGAGE,7,Mid_Employee,PERSONAL,A,15000,7.88,0,0.23,23.08,N,3,15000,0.6,0.062189985,559.7098655998707
22,Young_Adult,35000,Medium_Income,RENT,1,New_Employee,EDUCATION,B,9600,11.99,0,0.27,27.43,N,4,9600,0.6,0.08456241,487.0795011520386
23,Young_Adult,35400,Medium_Income,RENT,4,Junior_Employee,VENTURE,B,9600,11.89,0,0.27,27.12,N,2,9600,0.6,0.001993145,11.480515748262405
21,Young_Adult,65004,Medium_Income,MORTGAGE,5,Junior_Employee,MEDICAL,A,1500,7.88,0,0.02,2.31,N,4,1500,0.6,0.042749956,38.47496062517166
24,Young_Adult,30000,Medium_Income,RENT,0,New_Employee,MEDICAL,D,9600,14.91,1,0.32,32.0,Y,4,9600,0.6,0.9990779,5754.68879699707
22,Young_Adult,65004,Medium_Income,MORTGAGE,0,New_Employee,EDUCATION,C,13000,13.23,0,0.2,20.0,N,2,13000,0.6,0.025167996,196.31036929786205
26,Adult,36996,Medium_Income,RENT,8,Mid_Employee,PERSONAL,C,9600,11.97,0,0.26,25.95,Y,4,9600,0.6,0.24755123,1425.8950996398926
25,Adult,31000,Medium_Income,RENT,5,Junior_Employee,DEBTCONSOLIDATION,D,9600,16.77,1,0.31,30.97,N,3,9600,0.6,0.9983815,5750.67741394043
